seq,phase_idx,send_ts_ms
1255,1,1776956782493
1256,1,1776956782494
1257,1,1776956782496
1258,1,1776956782497
1259,1,1776956782499
1260,1,1776956782500
1261,1,1776956782501
1262,1,1776956782503
1263,1,1776956782504
1264,1,1776956782506
1265,1,1776956782507
1266,1,1776956782508
1267,1,1776956782510
1268,1,1776956782511
1269,1,1776956782512
1270,1,1776956782514
1271,1,1776956782515
1272,1,1776956782516
1273,1,1776956782518
1274,1,1776956782519
1275,1,1776956782520
1276,1,1776956782522
1277,1,1776956782523
1278,1,1776956782525
1279,1,1776956782526
1280,1,1776956782527
1281,1,1776956782529
1282,1,1776956782530
1283,1,1776956782531
1284,1,1776956782533
1285,1,1776956782534
1286,1,1776956782536
1287,1,1776956782537
1288,1,1776956782538
1289,1,1776956782540
1290,1,1776956782541
1291,1,1776956782543
1292,1,1776956782544
1293,1,1776956782546
1294,1,1776956782547
1295,1,1776956782548
1296,1,1776956782549
1297,1,1776956782551
1298,1,1776956782552
1299,1,1776956782554
1300,1,1776956782555
1301,1,1776956782556
1302,1,1776956782558
1303,1,1776956782559
1304,1,1776956782560
1305,1,1776956782562
1306,1,1776956782563
1307,1,1776956782565
1308,1,1776956782566
1309,1,1776956782567
1310,1,1776956782569
1311,1,1776956782570
1312,1,1776956782572
1313,1,1776956782573
1314,1,1776956782574
1315,1,1776956782575
1316,1,1776956782577
1317,1,1776956782578
1318,1,1776956782579
1319,1,1776956782581
1320,1,1776956782582
1321,1,1776956782583
1322,1,1776956782585
1323,1,1776956782586
1324,1,1776956782588
1325,1,1776956782589
1326,1,1776956782590
1327,1,1776956782592
1328,1,1776956782593
1329,1,1776956782594
1330,1,1776956782596
1331,1,1776956782597
1332,1,1776956782599
1333,1,1776956782600
1334,1,1776956782601
1335,1,1776956782603
1336,1,1776956782604
1337,1,1776956782606
1338,1,1776956782607
1339,1,1776956782608
1340,1,1776956782610
1341,1,1776956782611
1342,1,1776956782613
1343,1,1776956782614
1344,1,1776956782615
1345,1,1776956782617
1346,1,1776956782618
1347,1,1776956782619
1348,1,1776956782621
1349,1,1776956782622
1350,1,1776956782624
1351,1,1776956782625
1352,1,1776956782626
1353,1,1776956782628
1354,1,1776956782629
